rule_name,link_number,link,rulebook_page,rule_description
Light Cavalry,467,https://tow.whfb.app/troop-types-in-detail/light-cavalry,"Rulebook, p. 192","Be they mounted on swift steeds, savage wolves, giant spiders or daemonic beasts, light cavalry are fast moving riders that range far and wide, encircling the foe. Such riders excel as scouts and outriders as well as warriors, and will often send word of enemy movement back to their commanders before launching lightning-fast strikes intended to demoralise the foe.Troop TypeModels per RankMaximum Rank BonusUnit Strength per ModelSpecial RulesLight Cavalry5+12Split Profile (Cavalry)Cavalry Support"
Split Profile (Cavalry),468,https://tow.whfb.app/troop-types-in-detail/split-profile-cavalry,"Rulebook, p. 192","Most cavalry models (but by no means all) consist of not one, but two models – rider and mount, together making a single model. To represent this, many cavalry models have a split profile. In game terms, this works as follows:Unless noted otherwise, any special rules that apply to one element (rider or mount) apply to the other as well.The rider and mount each use their own Weapon Skill, Ballistic Skill, Strength, Initiative and Attacks characteristics, and their own weapons.In combat, all enemy rolls To Hit are made against the rider's Weapon Skill.Impact Hits and/or Stomp Attacks use the mount's Strength.When this model makes an Armour Save roll, it uses the rider's armour value.If the rider is reduced to zero Wounds, the model as a whole is removed from play."
Cavalry Support,469,https://tow.whfb.app/troop-types-in-detail/cavalry-support,"Rulebook, p. 192","Whilst a rider may be able to reach above a comrade to strike at the foe, their mount cannot. Should a cavalry model be able to make a supporting attack, only the rider can attack, not the mount."
Heavy Cavalry,470,https://tow.whfb.app/troop-types-in-detail/heavy-cavalry,"Rulebook, p. 193","Across the battlefields of the Old World, the thunderous charge of heavy cavalry turns the bowels of even the bravest infantryman to water. Heavy cavalry are the heavily armed and armoured knights of the Old World's armies, warrior elites mounted atop mighty warhorses, bellowing boars and cold-blooded reptiles that charge fearlessly into the fray time and time again.Troop TypeModels per RankMaximum Rank BonusUnit Strength per ModelSpecial RulesHeavy Cavalry4+12Split Profile (Cavalry)Cavalry Support"
Monstrous Cavalry,471,https://tow.whfb.app/troop-types-in-detail/monstrous-cavalry,"Rulebook, p. 193","Just as horse-sized beasts can be pressed into service as mounts, so too can their monstrous cousins. Monstrous cavalry are rare, as most such creatures are so strong-willed that great patience (or violence) is needed to break them to the saddle. This combination of mass and stubborn muscle makes monstrous cavalry a much-feared sight upon the battlefields of the Warhammer world.Troop TypeModels per RankMaximum Rank BonusUnit Strength per ModelSpecial RulesMonstrous Cavalry3+13Split Profile (Cavalry)Clumsy"
Chariots,472,https://tow.whfb.app/troop-types-in-detail/chariots,"Rulebook, p. 194","A chariot is usually a wheeled war vehicle drawn into battle by beasts of some kind and crewed by heavily armed and armoured warriors. This category can also include large objects, such as mobile altars, that are pushed along or carried. Chariots are split into two sub-categories:Light ChariotsHeavy Chariots"
Light Chariots,473,https://tow.whfb.app/troop-types-in-detail/light-chariots,"Rulebook, p. 194","Fast moving and lightly made, light chariots are often used as mobile platforms from which skilled warriors rain missiles on the enemy, or from which noble heroes shout challenges to the foe. They are often deployed in units and, much like light cavalry, they will harass the flanks of the enemy before closing in for the kill.Troop TypeModels per RankMaximum Rank BonusUnit Strength per ModelSpecial RulesLight Chariots3+13Split Profile (Chariots)Iron Shod WheelsChurning WheelsFiring Platform"
Split Profile (Chariots),474,https://tow.whfb.app/troop-types-in-detail/split-profile-chariots,"Rulebook, p. 194","A chariot consists of several models – the chariot itself, the crew and (usually) the beasts that draw it – together making a single model. To represent this, a chariot model has a split profile. In game terms, this works as follows:Unless noted otherwise, any special rules that apply to one element (chariot, crew or beasts) apply to the others as well.This model uses the Movement characteristic of the beasts that draw it or, if there are no beasts, of the chariot itself.The crew and beasts each use their own Weapon Skill, Ballistic Skill, Strength, Initiative and Attacks characteristics, and their own weapons.In combat, all enemy rolls To Hit are made against the crew's Weapon Skill.Impact Hits and/or Stomp Attacks use the chariot's Strength.If the chariot is reduced to zero Wounds, the model as a whole is removed from play."
Iron Shod Wheels,475,https://tow.whfb.app/troop-types-in-detail/iron-shod-wheels,"Rulebook, p. 194","Chariots are not designed for use in terrain. This model treats all difficult terrain as dangerous terrain and treats all linear obstacles as impassable terrain. In addition, if this model rolls a 1 when making a Dangerous Terrain test, it loses D3 Wounds."
Churning Wheels,476,https://tow.whfb.app/troop-types-in-detail/churning-wheels,"Rulebook, p. 194",A unit with this rule can only be joined by a character that also has this rule. Other characters are unwilling to risk falling beneath the unit's wheels.
Firing Platform,477,https://tow.whfb.app/troop-types-in-detail/firing-platform,"Rulebook, p. 194","From the cab of a chariot, warriors can shoot in all directions. For the purposes of shooting and casting spells, this model has a 360° vision arc."
Heavy Chariots,478,https://tow.whfb.app/troop-types-in-detail/heavy-chariots,"Rulebook, p. 195","Built for strength and durability, heavy chariots deliver crushing charges deep into the ranks of the enemy. Where light chariots move quickly and harass the foe, heavy chariots move slowly, gradually building their speed before crashing like the fist of an angry god into the quaking battle lines of the opposing army.Often, the charge of a heavy chariot will cause the serried ranks of the enemy to buckle and crumple as scythed wheels hew through limbs and armoured beasts trample all before them. The survivors of such a charge fare no better, for heavy chariots are invariably crewed by mighty warriors that use the armoured cab of their vehicle as a platform from which to slay their enemies with brutal efficiency.Troop TypeModels per RankMaximum Rank BonusUnit Strength per ModelSpecial RulesHeavy Chariots--5Split Profile (Chariots)Scythed WheelsLumberingIron Shod WheelsFiring Platform"
Scythed Wheels,479,https://tow.whfb.app/troop-types-in-detail/scythed-wheels,"Rulebook, p. 195","Built to wreak destruction, heavy chariots are adorned with sharpened spikes and scything blades, the better to cut down the foe. Any Impact Hits caused by a heavy chariot have an Armour Piercing characteristic of -2."
Lumbering,480,https://tow.whfb.app/troop-types-in-detail/lumbering,"Rulebook, p. 195","Perhaps due to their large size, their weight, or a combination of skittish draft animals and slow turning wheels, models with this rule are not especially manoeuvrable. To represent this, a Lumbering model is considered to be, and follows all of the rules for, a Close Order formation, even when included in your army as a single model.However, even the largest single model enjoys slightly more manoeuvrability than a tightly formed regiment of many models. Therefore, after moving, unless it charged, marched or fled, a Lumbering model may pivot about its centre to change its facing by up to 90°.Finally, a Lumbering model cannot join a unit or be joined by a character."
